elec,Lagging_Current_Reactive_Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2_tCO2_,Lagging_Current_Power_Factor,Leading_Current_Power_Factor,NSM,week_status,Day_of_week,load_type,timestamp,steam
4.72,0,21.31,0,100,21.63,72000,Weekend,Sunday,Light_Load,02/12/2018 20:00,0.5
4.68,0,21.38,0,100,21.38,72900,Weekend,Sunday,Light_Load,02/12/2018 20:15,0.5
4.75,0,21.31,0,100,21.76,73800,Weekend,Sunday,Light_Load,02/12/2018 20:30,0.5
3.71,0,15.3,0,100,23.57,74700,Weekend,Sunday,Light_Load,02/12/2018 20:45,0.5
3.53,0,14.54,0,100,23.59,75600,Weekend,Sunday,Light_Load,02/12/2018 21:00,0.5
3.6,0,16.13,0,100,21.78,76500,Weekend,Sunday,Light_Load,02/12/2018 21:15,0.5
3.6,0,16.78,0,100,20.98,77400,Weekend,Sunday,Light_Load,02/12/2018 21:30,0.5
3.6,0,14.87,0,100,23.53,78300,Weekend,Sunday,Light_Load,02/12/2018 21:45,0.5
3.56,0,15.34,0,100,22.61,79200,Weekend,Sunday,Light_Load,02/12/2018 22:00,0.5
4.07,2.88,0.22,0,81.63,99.85,80100,Weekend,Sunday,Light_Load,02/12/2018 22:15,0.54388925186939
4.32,3.24,0,0,80,100,81000,Weekend,Sunday,Light_Load,02/12/2018 22:30,0.5
3.35,2.27,0,0,82.78,100,81900,Weekend,Sunday,Light_Load,02/12/2018 22:45,0.5
3.31,2.27,0,0,82.47,100,82800,Weekend,Sunday,Light_Load,02/12/2018 23:00,0.5
3.31,2.09,0.04,0,84.55,99.99,83700,Weekend,Sunday,Light_Load,02/12/2018 23:15,0.510883487673537
3.28,2.16,0.04,0,83.52,99.99,84600,Weekend,Sunday,Light_Load,02/12/2018 23:30,0.5
3.35,2.12,0.04,0,84.5,99.99,85500,Weekend,Sunday,Light_Load,02/12/2018 23:45,0.5
4.36,3.02,0,0,82.21,100,0,Weekend,Sunday,Light_Load,02/12/2018 00:00,0.5
4.43,3.17,0.04,0,81.32,100,900,Weekday,Monday,Light_Load,03/12/2018 00:15,0.5
4.36,3.1,0,0,81.5,100,1800,Weekday,Monday,Light_Load,03/12/2018 00:30,0.5
4.21,2.95,0,0,81.9,100,2700,Weekday,Monday,Light_Load,03/12/2018 00:45,0.5
3.35,2.38,0,0,81.52,100,3600,Weekday,Monday,Light_Load,03/12/2018 01:00,0.5
3.38,2.38,0,0,81.76,100,4500,Weekday,Monday,Light_Load,03/12/2018 01:15,0.5
3.35,2.48,0,0,80.37,100,5400,Weekday,Monday,Light_Load,03/12/2018 01:30,0.736492455212879
3.42,2.48,0,0,80.96,100,6300,Weekday,Monday,Light_Load,03/12/2018 01:45,0.651821875938446
3.49,2.59,0,0,80.3,100,7200,Weekday,Monday,Light_Load,03/12/2018 02:00,0.5
3.42,2.41,0,0,81.74,100,8100,Weekday,Monday,Light_Load,03/12/2018 02:15,0.5
3.38,2.59,0,0,79.38,100,9000,Weekday,Monday,Light_Load,03/12/2018 02:30,0.5
4.36,3.46,0,0,78.33,100,9900,Weekday,Monday,Light_Load,03/12/2018 02:45,0.5
4.14,3.28,0,0,78.38,100,10800,Weekday,Monday,Light_Load,03/12/2018 03:00,0.5
3.42,2.63,0,0,79.27,100,11700,Weekday,Monday,Light_Load,03/12/2018 03:15,0.528032763755192
3.38,2.63,0,0,78.92,100,12600,Weekday,Monday,Light_Load,03/12/2018 03:30,0.556046627434871
3.35,2.59,0,0,79.11,100,13500,Weekday,Monday,Light_Load,03/12/2018 03:45,0.5
3.35,2.48,0,0,80.37,100,14400,Weekday,Monday,Light_Load,03/12/2018 04:00,0.5
4.1,3.13,0,0,79.49,100,15300,Weekday,Monday,Light_Load,03/12/2018 04:15,0.5
4.43,3.46,0,0,78.81,100,16200,Weekday,Monday,Light_Load,03/12/2018 04:30,0.5
4.5,3.38,0,0,79.96,100,17100,Weekday,Monday,Light_Load,03/12/2018 04:45,0.5
3.78,2.84,0,0,79.95,100,18000,Weekday,Monday,Light_Load,03/12/2018 05:00,0.5
3.31,2.38,0,0,81.19,100,18900,Weekday,Monday,Light_Load,03/12/2018 05:15,0.529013157755806
3.38,2.48,0,0,80.63,100,19800,Weekday,Monday,Light_Load,03/12/2018 05:30,0.5
3.31,2.27,0,0,82.47,100,20700,Weekday,Monday,Light_Load,03/12/2018 05:45,0.5
3.31,2.2,0,0,83.28,100,21600,Weekday,Monday,Light_Load,03/12/2018 06:00,0.5
3.35,2.09,0.04,0,84.84,99.99,22500,Weekday,Monday,Light_Load,03/12/2018 06:15,0.5
3.31,2.3,0,0,82.12,100,23400,Weekday,Monday,Light_Load,03/12/2018 06:30,0.5
3.24,2.38,0,0,80.59,100,24300,Weekday,Monday,Light_Load,03/12/2018 06:45,0.5
3.24,2.2,0,0,82.73,100,25200,Weekday,Monday,Light_Load,03/12/2018 07:00,0.5
4.21,2.88,0,0,82.54,100,26100,Weekday,Monday,Light_Load,03/12/2018 07:15,0.689766627802976
5.76,3.02,0,0,88.57,100,27000,Weekday,Monday,Light_Load,03/12/2018 07:30,0.5
5.98,2.84,0.04,0,90.33,100,27900,Weekday,Monday,Light_Load,03/12/2018 07:45,0.5
5.58,2.52,0.14,0,91.14,99.97,28800,Weekday,Monday,Light_Load,03/12/2018 08:00,0.5
34.99,23.83,0.22,0.02,82.65,100,29700,Weekday,Monday,Light_Load,03/12/2018 08:15,0.5
56.84,44.35,0,0.03,78.84,100,30600,Weekday,Monday,Light_Load,03/12/2018 08:30,0.5
61.06,39.2,0,0.03,84.15,100,31500,Weekday,Monday,Light_Load,03/12/2018 08:45,1.12161054190806
57.89,22.93,0,0.03,92.97,100,32400,Weekday,Monday,Light_Load,03/12/2018 09:00,1.13661860116264
70.49,39.56,0,0.03,87.21,100,33300,Weekday,Monday,Medium_Load,03/12/2018 09:15,0.5
50.11,18.61,0,0.02,93.74,100,34200,Weekday,Monday,Medium_Load,03/12/2018 09:30,1.10223526123481
66.38,28.3,0,0.03,91.99,100,35100,Weekday,Monday,Medium_Load,03/12/2018 09:45,0.534607556970739
56.88,26.06,0,0.03,90.91,100,36000,Weekday,Monday,Medium_Load,03/12/2018 10:00,0.5
47.09,15.59,0,0.02,94.93,100,36900,Weekday,Monday,Maximum_Load,03/12/2018 10:15,0.5
55.8,26.86,0,0.03,90.1,100,37800,Weekday,Monday,Maximum_Load,03/12/2018 10:30,0.5
66.89,33.88,0,0.03,89.21,100,38700,Weekday,Monday,Maximum_Load,03/12/2018 10:45,0.5
62.89,31.25,0,0.03,89.55,100,39600,Weekday,Monday,Maximum_Load,03/12/2018 11:00,0.5
63.79,32.58,0,0.03,89.06,100,40500,Weekday,Monday,Maximum_Load,03/12/2018 11:15,0.5
58.1,22.9,0,0.03,93.03,100,41400,Weekday,Monday,Maximum_Load,03/12/2018 11:30,0.5
54.5,17.03,0,0.02,95.45,100,42300,Weekday,Monday,Maximum_Load,03/12/2018 11:45,0.5
35.35,5.15,4.21,0.02,98.96,99.3,43200,Weekday,Monday,Maximum_Load,03/12/2018 12:00,0.5
6.34,0,21.49,0,100,28.3,44100,Weekday,Monday,Medium_Load,03/12/2018 12:15,0.5
5.76,0,21.1,0,100,26.33,45000,Weekday,Monday,Medium_Load,03/12/2018 12:30,0.615182717695569
6.3,0,19.87,0,100,30.22,45900,Weekday,Monday,Medium_Load,03/12/2018 12:45,0.5
6.19,0,20.23,0,100,29.26,46800,Weekday,Monday,Medium_Load,03/12/2018 13:00,0.813814249581267
35.35,12.13,7.88,0.02,94.59,97.6,47700,Weekday,Monday,Medium_Load,03/12/2018 13:15,0.5
51.95,24.08,0,0.02,90.73,100,48600,Weekday,Monday,Medium_Load,03/12/2018 13:30,0.5
48.46,23.51,0,0.02,89.97,100,49500,Weekday,Monday,Medium_Load,03/12/2018 13:45,0.5
65.02,36.94,0,0.03,86.95,100,50400,Weekday,Monday,Medium_Load,03/12/2018 14:00,0.5
69.91,46.8,0,0.03,83.1,100,51300,Weekday,Monday,Medium_Load,03/12/2018 14:15,0.625863274186588
55.12,26.96,0,0.03,89.83,100,52200,Weekday,Monday,Medium_Load,03/12/2018 14:30,1.0899316673598
56.84,27.47,0,0.03,90.04,100,53100,Weekday,Monday,Medium_Load,03/12/2018 14:45,0.5
54.22,24.95,0,0.02,90.84,100,54000,Weekday,Monday,Medium_Load,03/12/2018 15:00,0.5
49.97,24.66,0,0.02,89.67,100,54900,Weekday,Monday,Medium_Load,03/12/2018 15:15,0.5
48.17,21.56,0,0.02,91.27,100,55800,Weekday,Monday,Medium_Load,03/12/2018 15:30,0.5
49.86,22.97,0,0.02,90.83,100,56700,Weekday,Monday,Medium_Load,03/12/2018 15:45,0.5
58.75,30.2,0,0.03,88.94,100,57600,Weekday,Monday,Medium_Load,03/12/2018 16:00,0.826771428542641
65.7,41.51,0,0.03,84.54,100,58500,Weekday,Monday,Medium_Load,03/12/2018 16:15,0.661997696473191
51.88,22.86,0,0.02,91.51,100,59400,Weekday,Monday,Medium_Load,03/12/2018 16:30,0.746721880125385
57.2,33.34,0,0.03,86.4,100,60300,Weekday,Monday,Medium_Load,03/12/2018 16:45,0.674402785090683
76.03,49.07,0,0.03,84.02,100,61200,Weekday,Monday,Medium_Load,03/12/2018 17:00,0.5
72.18,41.83,0,0.03,86.52,100,62100,Weekday,Monday,Maximum_Load,03/12/2018 17:15,0.578815935219784
61.42,33.77,0,0.03,87.63,100,63000,Weekday,Monday,Maximum_Load,03/12/2018 17:30,0.673146249793107
36.61,7.49,1.22,0.02,97.97,99.94,63900,Weekday,Monday,Maximum_Load,03/12/2018 17:45,0.5
29.56,3.53,1.84,0.01,99.29,99.81,64800,Weekday,Monday,Maximum_Load,03/12/2018 18:00,0.5
34.13,13.46,0,0.02,93.03,100,65700,Weekday,Monday,Maximum_Load,03/12/2018 18:15,0.5
42.26,19.73,0,0.02,90.61,100,66600,Weekday,Monday,Maximum_Load,03/12/2018 18:30,0.63621023997754
56.81,24.7,0,0.03,91.71,100,67500,Weekday,Monday,Maximum_Load,03/12/2018 18:45,0.5
43.02,15.05,0,0.02,94.39,100,68400,Weekday,Monday,Maximum_Load,03/12/2018 19:00,0.5
47.74,20.12,0,0.02,92.15,100,69300,Weekday,Monday,Maximum_Load,03/12/2018 19:15,0.5
39.17,9.72,0,0.02,97.06,100,70200,Weekday,Monday,Maximum_Load,03/12/2018 19:30,0.5
43.67,13.18,0,0.02,95.73,100,71100,Weekday,Monday,Maximum_Load,03/12/2018 19:45,0.5
50.44,22.79,0,0.02,91.13,100,72000,Weekday,Monday,Maximum_Load,03/12/2018 20:00,0.730616032941672
46.22,20.48,0,0.02,91.43,100,72900,Weekday,Monday,Medium_Load,03/12/2018 20:15,0.5
45.36,18.4,0,0.02,92.67,100,73800,Weekday,Monday,Medium_Load,03/12/2018 20:30,1.36689725600127
50.11,28.73,0,0.02,86.75,100,74700,Weekday,Monday,Medium_Load,03/12/2018 20:45,0.5
25.45,0.83,6.91,0.01,99.95,96.51,75600,Weekday,Monday,Medium_Load,03/12/2018 21:00,0.5
8.6,0,18.25,0,100,42.63,76500,Weekday,Monday,Medium_Load,03/12/2018 21:15,0.5
6.19,0,19.8,0,100,29.84,77400,Weekday,Monday,Medium_Load,03/12/2018 21:30,0.5
5.62,0,19.87,0,100,27.22,78300,Weekday,Monday,Medium_Load,03/12/2018 21:45,0.5
4.93,0,19.26,0,100,24.8,79200,Weekday,Monday,Medium_Load,03/12/2018 22:00,0.5
4.72,5.98,0.18,0,61.96,99.93,80100,Weekday,Monday,Maximum_Load,03/12/2018 22:15,0.5
4.75,6.19,0,0,60.88,100,81000,Weekday,Monday,Maximum_Load,03/12/2018 22:30,0.5
4.68,5.98,0,0,61.63,100,81900,Weekday,Monday,Maximum_Load,03/12/2018 22:45,0.518101555822104
4.68,5.83,0,0,62.6,100,82800,Weekday,Monday,Maximum_Load,03/12/2018 23:00,0.5
4.61,4.93,0,0,68.3,100,83700,Weekday,Monday,Light_Load,03/12/2018 23:15,0.5
4.57,4.32,0,0,72.67,100,84600,Weekday,Monday,Light_Load,03/12/2018 23:30,0.5
4.61,4.32,0,0,72.97,100,85500,Weekday,Monday,Light_Load,03/12/2018 23:45,0.555329939746301
4.57,4.61,0,0,70.4,100,0,Weekday,Monday,Light_Load,03/12/2018 00:00,0.752097413485484
4.61,4.61,0,0,70.71,100,900,Weekday,Tuesday,Light_Load,04/12/2018 00:15,0.5
4.57,4.93,0,0,67.98,100,1800,Weekday,Tuesday,Light_Load,04/12/2018 00:30,0.5
4.61,5.22,0,0,66.2,100,2700,Weekday,Tuesday,Light_Load,04/12/2018 00:45,0.5
4.64,5.33,0,0,65.66,100,3600,Weekday,Tuesday,Light_Load,04/12/2018 01:00,0.5
5.04,5.33,0,0,68.71,100,4500,Weekday,Tuesday,Light_Load,04/12/2018 01:15,0.5
5.8,4.93,0,0,76.19,100,5400,Weekday,Tuesday,Light_Load,04/12/2018 01:30,0.882757108605803
4.68,4.97,0,0,68.55,100,6300,Weekday,Tuesday,Light_Load,04/12/2018 01:45,0.5
3.6,3.74,0,0,69.35,100,7200,Weekday,Tuesday,Light_Load,04/12/2018 02:00,0.5
3.56,3.82,0,0,68.18,100,8100,Weekday,Tuesday,Light_Load,04/12/2018 02:15,0.790726247123236
3.64,3.92,0,0,68.05,100,9000,Weekday,Tuesday,Light_Load,04/12/2018 02:30,1.16929611466257
3.67,4.03,0,0,67.33,100,9900,Weekday,Tuesday,Light_Load,04/12/2018 02:45,0.5
3.64,4,0,0,67.3,100,10800,Weekday,Tuesday,Light_Load,04/12/2018 03:00,0.5
3.64,4.1,0,0,66.39,100,11700,Weekday,Tuesday,Light_Load,04/12/2018 03:15,0.5
3.71,4.1,0,0,67.1,100,12600,Weekday,Tuesday,Light_Load,04/12/2018 03:30,0.736340825014238
3.67,4.14,0,0,66.34,100,13500,Weekday,Tuesday,Light_Load,04/12/2018 03:45,0.900617697353829
3.71,4.1,0,0,67.1,100,14400,Weekday,Tuesday,Light_Load,04/12/2018 04:00,0.5
3.67,4.03,0,0,67.33,100,15300,Weekday,Tuesday,Light_Load,04/12/2018 04:15,0.5
3.6,3.82,0,0,68.58,100,16200,Weekday,Tuesday,Light_Load,04/12/2018 04:30,0.5
4.36,4.79,0,0,67.31,100,17100,Weekday,Tuesday,Light_Load,04/12/2018 04:45,0.845697965536016
4.64,5.4,0,0,65.17,100,18000,Weekday,Tuesday,Light_Load,04/12/2018 05:00,0.5
4.72,5.33,0,0,66.3,100,18900,Weekday,Tuesday,Light_Load,04/12/2018 05:15,0.5
5.44,5.29,0,0,71.69,100,19800,Weekday,Tuesday,Light_Load,04/12/2018 05:30,0.5
4.43,4.79,0,0,67.9,100,20700,Weekday,Tuesday,Light_Load,04/12/2018 05:45,0.5
3.64,3.64,0,0,70.71,100,21600,Weekday,Tuesday,Light_Load,04/12/2018 06:00,0.5
3.56,3.6,0,0,70.31,100,22500,Weekday,Tuesday,Light_Load,04/12/2018 06:15,0.601986817518948
3.67,3.67,0,0,70.71,100,23400,Weekday,Tuesday,Light_Load,04/12/2018 06:30,0.5
3.64,3.74,0,0,69.75,100,24300,Weekday,Tuesday,Light_Load,04/12/2018 06:45,0.5
3.56,3.67,0,0,69.63,100,25200,Weekday,Tuesday,Light_Load,04/12/2018 07:00,0.842368911563226
3.56,3.6,0,0,70.31,100,26100,Weekday,Tuesday,Light_Load,04/12/2018 07:15,0.5
3.82,3.89,0,0,70.07,100,27000,Weekday,Tuesday,Light_Load,04/12/2018 07:30,0.5
4.54,4.39,0,0,71.89,100,27900,Weekday,Tuesday,Light_Load,04/12/2018 07:45,0.5
5.94,4.07,0,0,82.49,100,28800,Weekday,Tuesday,Light_Load,04/12/2018 08:00,0.5
28.4,25.34,0,0.01,74.62,100,29700,Weekday,Tuesday,Light_Load,04/12/2018 08:15,0.644485425852847
55.04,49.18,0,0.03,74.57,100,30600,Weekday,Tuesday,Light_Load,04/12/2018 08:30,0.714276017884484
61.13,47.48,0,0.03,78.98,100,31500,Weekday,Tuesday,Light_Load,04/12/2018 08:45,0.5
82.33,47.74,0,0.04,86.51,100,32400,Weekday,Tuesday,Light_Load,04/12/2018 09:00,0.5
82.37,57.17,0,0.04,82.15,100,33300,Weekday,Tuesday,Medium_Load,04/12/2018 09:15,0.5
64.08,43.45,0,0.03,82.77,100,34200,Weekday,Tuesday,Medium_Load,04/12/2018 09:30,0.903424275680605
59.36,34.45,0,0.03,86.49,100,35100,Weekday,Tuesday,Medium_Load,04/12/2018 09:45,1.06327839169721
52.16,26.57,0,0.02,89.11,100,36000,Weekday,Tuesday,Medium_Load,04/12/2018 10:00,0.93024034386376
56.95,34.09,0,0.03,85.8,100,36900,Weekday,Tuesday,Maximum_Load,04/12/2018 10:15,0.5
53.42,31.32,0,0.02,86.27,100,37800,Weekday,Tuesday,Maximum_Load,04/12/2018 10:30,0.5
58.86,34.27,0,0.03,86.42,100,38700,Weekday,Tuesday,Maximum_Load,04/12/2018 10:45,0.5
59.98,37.44,0,0.03,84.83,100,39600,Weekday,Tuesday,Maximum_Load,04/12/2018 11:00,0.5
61.24,40.43,0,0.03,83.45,100,40500,Weekday,Tuesday,Maximum_Load,04/12/2018 11:15,0.706077994738397
84.1,55.66,0,0.04,83.39,100,41400,Weekday,Tuesday,Maximum_Load,04/12/2018 11:30,1.01000567043395
63.86,39.49,0,0.03,85.05,100,42300,Weekday,Tuesday,Maximum_Load,04/12/2018 11:45,0.5
49.86,25.06,0,0.02,89.35,100,43200,Weekday,Tuesday,Maximum_Load,04/12/2018 12:00,0.5
6.91,0,19.37,0,100,33.6,44100,Weekday,Tuesday,Medium_Load,04/12/2018 12:15,0.5
7.38,0,19.8,0,100,34.93,45000,Weekday,Tuesday,Medium_Load,04/12/2018 12:30,0.5
6.62,0,20.34,0,100,30.95,45900,Weekday,Tuesday,Medium_Load,04/12/2018 12:45,0.5
6.55,0,21.35,0,100,29.33,46800,Weekday,Tuesday,Medium_Load,04/12/2018 13:00,0.5
32.51,13.39,6.77,0.01,92.46,97.9,47700,Weekday,Tuesday,Medium_Load,04/12/2018 13:15,0.974168837283116
57.28,32.8,0,0.03,86.78,100,48600,Weekday,Tuesday,Medium_Load,04/12/2018 13:30,0.5
55.51,31.43,0,0.03,87.02,100,49500,Weekday,Tuesday,Medium_Load,04/12/2018 13:45,0.666777629662463
56.12,32.15,0,0.03,86.77,100,50400,Weekday,Tuesday,Medium_Load,04/12/2018 14:00,0.5
58.82,31.46,0,0.03,88.18,100,51300,Weekday,Tuesday,Medium_Load,04/12/2018 14:15,0.5
52.88,24.52,0,0.02,90.72,100,52200,Weekday,Tuesday,Medium_Load,04/12/2018 14:30,0.5
53.46,29.38,0,0.02,87.64,100,53100,Weekday,Tuesday,Medium_Load,04/12/2018 14:45,0.5
62.96,38.38,0,0.03,85.39,100,54000,Weekday,Tuesday,Medium_Load,04/12/2018 15:00,0.5
64.62,40.1,0,0.03,84.97,100,54900,Weekday,Tuesday,Medium_Load,04/12/2018 15:15,0.526704516052977
60.01,32.54,0,0.03,87.91,100,55800,Weekday,Tuesday,Medium_Load,04/12/2018 15:30,0.590336738324489
55.66,27.97,0,0.03,89.35,100,56700,Weekday,Tuesday,Medium_Load,04/12/2018 15:45,0.5
53.82,27.79,0,0.02,88.85,100,57600,Weekday,Tuesday,Medium_Load,04/12/2018 16:00,0.587595194048557
71.86,42.41,0,0.03,86.12,100,58500,Weekday,Tuesday,Medium_Load,04/12/2018 16:15,0.5
60.73,30.49,0,0.03,89.37,100,59400,Weekday,Tuesday,Medium_Load,04/12/2018 16:30,0.5
68.22,36.11,0,0.03,88.38,100,60300,Weekday,Tuesday,Medium_Load,04/12/2018 16:45,0.691639958619145
80.46,50.98,0,0.04,84.47,100,61200,Weekday,Tuesday,Medium_Load,04/12/2018 17:00,0.5
61.52,28.33,0,0.03,90.83,100,62100,Weekday,Tuesday,Maximum_Load,04/12/2018 17:15,0.5
71.1,34.49,0,0.03,89.97,100,63000,Weekday,Tuesday,Maximum_Load,04/12/2018 17:30,0.5
35.21,1.84,3.17,0.02,99.86,99.6,63900,Weekday,Tuesday,Maximum_Load,04/12/2018 17:45,0.759128612270233
30.31,3.46,2.16,0.01,99.35,99.75,64800,Weekday,Tuesday,Maximum_Load,04/12/2018 18:00,0.5
43.56,21.85,0,0.02,89.39,100,65700,Weekday,Tuesday,Maximum_Load,04/12/2018 18:15,0.94103351259561
40.97,15.19,0,0.02,93.76,100,66600,Weekday,Tuesday,Maximum_Load,04/12/2018 18:30,0.5
38.56,7.2,0,0.02,98.3,100,67500,Weekday,Tuesday,Maximum_Load,04/12/2018 18:45,0.5
41.65,10.76,0,0.02,96.82,100,68400,Weekday,Tuesday,Maximum_Load,04/12/2018 19:00,0.5
49.07,17.06,0,0.02,94.45,100,69300,Weekday,Tuesday,Maximum_Load,04/12/2018 19:15,0.5
40.46,8.28,0,0.02,97.97,100,70200,Weekday,Tuesday,Maximum_Load,04/12/2018 19:30,0.5
48.64,17.39,0,0.02,94.16,100,71100,Weekday,Tuesday,Maximum_Load,04/12/2018 19:45,0.5
49.75,17.46,0,0.02,94.36,100,72000,Weekday,Tuesday,Maximum_Load,04/12/2018 20:00,0.5
48.89,17.6,0,0.02,94.09,100,72900,Weekday,Tuesday,Medium_Load,04/12/2018 20:15,0.5
37.84,8.03,0,0.02,97.82,100,73800,Weekday,Tuesday,Medium_Load,04/12/2018 20:30,0.5
30.67,3.78,2.84,0.01,99.25,99.57,74700,Weekday,Tuesday,Medium_Load,04/12/2018 20:45,0.5
5.08,0,20.92,0,100,23.6,75600,Weekday,Tuesday,Medium_Load,04/12/2018 21:00,0.5
5.69,0,20.2,0,100,27.11,76500,Weekday,Tuesday,Medium_Load,04/12/2018 21:15,0.5
5.44,0,20.66,0,100,25.46,77400,Weekday,Tuesday,Medium_Load,04/12/2018 21:30,0.5
5.4,0,20.66,0,100,25.29,78300,Weekday,Tuesday,Medium_Load,04/12/2018 21:45,0.5
5.44,0,20.23,0,100,25.97,79200,Weekday,Tuesday,Medium_Load,04/12/2018 22:00,0.5
5.26,4.64,0.29,0,74.99,99.85,80100,Weekday,Tuesday,Maximum_Load,04/12/2018 22:15,0.5
4.64,4.9,0,0,68.76,100,81000,Weekday,Tuesday,Maximum_Load,04/12/2018 22:30,0.5
3.92,4.68,0,0,64.21,100,81900,Weekday,Tuesday,Maximum_Load,04/12/2018 22:45,0.5
3.96,4.72,0,0,64.27,100,82800,Weekday,Tuesday,Maximum_Load,04/12/2018 23:00,0.5
3.92,3.89,0,0,70.98,100,83700,Weekday,Tuesday,Light_Load,04/12/2018 23:15,0.5
3.85,3.46,0.07,0,74.38,99.98,84600,Weekday,Tuesday,Light_Load,04/12/2018 23:30,0.801642733507685
3.89,3.46,0.07,0,74.72,99.98,85500,Weekday,Tuesday,Light_Load,04/12/2018 23:45,0.5
3.89,3.67,0.04,0,72.74,99.99,0,Weekday,Tuesday,Light_Load,04/12/2018 00:00,0.5
3.89,3.74,0,0,72.09,100,900,Weekday,Wednesday,Light_Load,05/12/2018 00:15,0.5
3.92,4.1,0.04,0,69.11,99.99,1800,Weekday,Wednesday,Light_Load,05/12/2018 00:30,0.5
3.89,4.03,0,0,69.45,100,2700,Weekday,Wednesday,Light_Load,05/12/2018 00:45,0.5
3.96,4.07,0,0,69.74,100,3600,Weekday,Wednesday,Light_Load,05/12/2018 01:00,0.5
3.78,2.92,0.25,0,79.14,99.78,4500,Weekday,Wednesday,Light_Load,05/12/2018 01:15,0.5
3.85,2.92,0.29,0,79.68,99.72,5400,Weekday,Wednesday,Light_Load,05/12/2018 01:30,0.536268319987531
3.82,3.02,0.22,0,78.45,99.83,6300,Weekday,Wednesday,Light_Load,05/12/2018 01:45,0.5
3.82,2.95,0.29,0,79.15,99.71,7200,Weekday,Wednesday,Light_Load,05/12/2018 02:00,0.5
3.85,2.95,0.25,0,79.38,99.79,8100,Weekday,Wednesday,Light_Load,05/12/2018 02:15,0.5
4.64,2.74,0.11,0,86.11,99.97,9000,Weekday,Wednesday,Light_Load,05/12/2018 02:30,0.5
4.86,2.63,0.07,0,87.95,99.99,9900,Weekday,Wednesday,Light_Load,05/12/2018 02:45,0.5
3.82,2.92,0.29,0,79.45,99.71,10800,Weekday,Wednesday,Light_Load,05/12/2018 03:00,0.952854295431964
3.49,2.45,0.25,0,81.85,99.74,11700,Weekday,Wednesday,Light_Load,05/12/2018 03:15,0.5
3.13,2.05,0.29,0,83.65,99.57,12600,Weekday,Wednesday,Light_Load,05/12/2018 03:30,0.5
3.2,2.09,0.25,0,83.72,99.7,13500,Weekday,Wednesday,Light_Load,05/12/2018 03:45,0.5
3.13,1.98,0.32,0,84.51,99.48,14400,Weekday,Wednesday,Light_Load,05/12/2018 04:00,0.5
3.1,1.98,0.29,0,84.28,99.57,15300,Weekday,Wednesday,Light_Load,05/12/2018 04:15,0.607678834369611
3.17,1.98,0.32,0,84.81,99.49,16200,Weekday,Wednesday,Light_Load,05/12/2018 04:30,0.5
3.06,1.94,0.36,0,84.46,99.32,17100,Weekday,Wednesday,Light_Load,05/12/2018 04:45,0.5
3.17,1.98,0.29,0,84.81,99.58,18000,Weekday,Wednesday,Light_Load,05/12/2018 05:00,0.5
3.06,1.87,0.4,0,85.33,99.16,18900,Weekday,Wednesday,Light_Load,05/12/2018 05:15,0.5
3.1,1.84,0.43,0,85.99,99.05,19800,Weekday,Wednesday,Light_Load,05/12/2018 05:30,0.5
3.02,1.8,0.43,0,85.9,99,20700,Weekday,Wednesday,Light_Load,05/12/2018 05:45,0.5
3.1,1.87,0.4,0,85.63,99.18,21600,Weekday,Wednesday,Light_Load,05/12/2018 06:00,0.5
3.02,1.73,0.47,0,86.77,98.81,22500,Weekday,Wednesday,Light_Load,05/12/2018 06:15,0.5
4.61,2.23,0.25,0,90.02,99.85,23400,Weekday,Wednesday,Light_Load,05/12/2018 06:30,0.5
4.9,2.23,0.11,0,91.02,99.97,24300,Weekday,Wednesday,Light_Load,05/12/2018 06:45,0.5
3.85,3.06,0.18,0,78.28,99.89,25200,Weekday,Wednesday,Light_Load,05/12/2018 07:00,0.675574976784449
3.49,3.02,0,0,75.62,100,26100,Weekday,Wednesday,Light_Load,05/12/2018 07:15,0.5
3.2,2.27,0.11,0,81.56,99.94,27000,Weekday,Wednesday,Light_Load,05/12/2018 07:30,0.5
4.32,3.13,0.18,0,80.98,99.91,27900,Weekday,Wednesday,Light_Load,05/12/2018 07:45,0.5
4.72,2.81,0.36,0,85.93,99.71,28800,Weekday,Wednesday,Light_Load,05/12/2018 08:00,0.790675402469077
27.65,17.17,0.11,0.01,84.95,100,29700,Weekday,Wednesday,Light_Load,05/12/2018 08:15,0.970984117984352
61.56,50.9,0,0.03,77.07,100,30600,Weekday,Wednesday,Light_Load,05/12/2018 08:30,0.5
57.71,41.26,0,0.03,81.35,100,31500,Weekday,Wednesday,Light_Load,05/12/2018 08:45,0.92238889039008
57.82,25.09,0,0.03,91.74,100,32400,Weekday,Wednesday,Light_Load,05/12/2018 09:00,0.5
68.08,32.83,0,0.03,90.07,100,33300,Weekday,Wednesday,Medium_Load,05/12/2018 09:15,0.555207785289604
64.08,29.02,0,0.03,91.09,100,34200,Weekday,Wednesday,Medium_Load,05/12/2018 09:30,0.5
64.76,30.17,0,0.03,90.65,100,35100,Weekday,Wednesday,Medium_Load,05/12/2018 09:45,0.540272833623716
62.68,28.33,0,0.03,91.12,100,36000,Weekday,Wednesday,Medium_Load,05/12/2018 10:00,0.5
49.28,16.56,0,0.02,94.79,100,36900,Weekday,Wednesday,Maximum_Load,05/12/2018 10:15,0.898175864591836
